nokontrak;Merk;ModelName;Tipe;Tahun;Warna;cc;KodeDaerah;BalaiLelang;lokasi;Transmisi;kilometer1;kilometer2;SaleDate;saleprice;grade_overrall_csis;note_csis;Brand_Norm;Model_Norm;Transmission_Norm;Year;CC_Norm;Type_Norm;lelang_price;main_type_Norm;type_tags_Norm
9490013092001;SUZUKI;NEW CARRY;NEW CARRY 1.5 PU FD;2021;PUTIH;1500;D;JBA SAMPIT;SAMPIT;MANUAL;91879;60k-100k;2025-12-04;55000000;GOOD;Nopol palsu KH 8464 RE. Bemper depan baret. interior bawah pintu baret berkarat. lampu belakang kiri kanan pecah. lampu belakang kiri menyala. bak kotor baret penyok berkarat. talang air pintu kiri kanan tidak ada dicopot. pintu kiri baret karat.|head unit bukan standar bawaan mobil kondisi rusak. tambahan kayu pada bak dan tambahan besi pengunci pintu bak. body interior kotor.;suzuki;carry;manual;2024;1.5;new pu fd;87000000;Pick Up;flat deck
9490013403001;TOYOTA;AGYA;AGYA 1.2 G A/T GR SPORT;2021;PUTIH;1200;D;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;26420;<30k;2025-03-14;107000000;VERY_GOOD;unit nopol palsu B 1433 TBB, bodi kanan baret2, bodi kiri baret2&penyok, bemper dpn baret2&penyok, bemper blkg baret2, bagasi baret2, kap msn baret2, atap baret2, brg2 kons tdk ada 1 kunci lain2|;toyota;agya;automatic;2022;1.2;g a t gr sport;114000000;gr sport;
9490013446001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA GL AT;2021;HITAM METALIK;1500;D;HYBID JAKARTA;JAKARTA;AUTOMATIC;45111;30k-60k;2025-05-21;135000000;GOOD;Unit ada baik, stnk ada baik, tidak ada barang konsumen|Bemper lecet baret, body lecet baret, BAST copy;suzuki;ertiga;automatic;2023;1.5;all new gl;172000000;gl;
9490013964001;TOYOTA;CALYA;CALYA 1.2 G MT;2022;HITAM;1200;D;TRIBIK BANDUNG;BANDUNG;MANUAL;33643;30k-60k;2025-10-08;105000000;GOOD;Unit ada baik, STNK ada baik|Body lecet baret, spion lecet baret, bemper lecet baret;toyota;calya;manual;2023;1.2;g;80500000;G;
9490015078001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.3 E M/T;2023;HITAM METALIK;1300;D;TRIBIK BANDUNG;BANDUNG;MANUAL;118267;>100k;2025-06-18;133500000;GOOD;Unit baik, stnk ada baik, tidak ada barang konsumen|Bemper lecet baret, body lecet baret;toyota;avanza;manual;2024;1.3;all new e m t;147000000;E;
9490015216001;HYUNDAI;STARGAZER;STARGAZER TREND 1.5 IVT 6 SEAT;2023;ABU ABU;1500;D;AUKSI JAKARTA;JAKARTA;MANUAL;67985;60k-100k;2026-05-08;148500000;GOOD;unit ada baik , stnk ada |spion lecet halus , bemper lecet halus , body lecet halus ;hyundai;stargazer;manual;2023;1.5;trend ivt 6 seat;140000000;trend;6 seater, ivt
9490015230001;DAIHATSU;SIGRA;SIGRA 1.0 D MT MC;2023;PUTIH;1000;D;TRIBIK BANDUNG;BANDUNG;MANUAL;23729;<30k;2025-08-13;89000000;GOOD;unit ada baik , stnk ada |bemper lecet baret , body lecet baret , spion lecet halus ;daihatsu;sigra;manual;2024;1;d mc;79000000;D;
9490015640001;HYUNDAI;STARGAZER;STARGAZER PRIME 1.5 IVT DUAL TONE 6 SEAT;2023;PUTIH;1500;D;JBA SURABAYA;SURABAYA;MANUAL;29787;<30k;2025-09-23;176500000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -APAR TIDAK ADA|;hyundai;stargazer;manual;2023;1.5;prime ivt dual tone 6 seat;165000000;prime;6 seater, ivt
9490015919001;HYUNDAI;STARGAZER;STARGAZER PRIME 1.5 IVT SINGLE TONE 6 SEAT;2023;ABU-ABU;1500;D;JBA BANDUNG;BANDUNG;MANUAL;30843;30k-60k;2025-09-18;168500000;GOOD;unit ada baik , stnk ada |bemper depan lecet baret , spion lecet halus , body lecet halus ;hyundai;stargazer;manual;2023;1.5;prime ivt single tone 6 seat;175000000;prime;6 seater, ivt, single tone
9490016411001;DAIHATSU;ALL NEW AYLA;ALL NEW ASTRADAIHATSU AYLA 1.2 R CVT ADS;2024;MERAH METALIK;1200;T;TRIBIK CIREBON;CIREBON;AUTOMATIC;13091;<30k;2025-11-25;115000000;VERY_GOOD;tidak ada barang konsumen|bemper belakang kiri lecet, bemper depan kiri lecet, pintu belakang kiri lecet;daihatsu;ayla;automatic;2024;1.2;all new astradaihatsu r cvt ads;142500000;R;ads, cvt
9490016464001;HYUNDAI;STARGAZER;STARGAZER ESSENTIAL 7 SEAT MT;2024;ABU-ABU;1500;D;TRIBIK BANDUNG;BANDUNG;MANUAL;13481;<30k;2025-04-25;152000000;GOOD;Unit baik, stnk ada baik, tidak ada barang konsumen|Body lecet halus;hyundai;stargazer;manual;2024;1.5;essential 7 seat;175000000;essential;7 seater
9490016637001;DAIHATSU;SIGRA;SIGRA 1.0 M MT MC;2024;ABU-ABU METALIK;1000;D;JBA BANDUNG;BANDUNG;MANUAL;31196;30k-60k;2025-07-29;88000000;GOOD;Unit baik, stnk baik|Bemper lecet baret ada penyok, spion lecet baret, body lecet baret ada penyok;daihatsu;sigra;manual;2023;1;m mc;96000000;M;
9490016752001;DAIHATSU;SIGRA;SIGRA 1.0 M MT MC;2024;PUTIH;1000;D;JBA BANDUNG;BANDUNG;MANUAL;38233;30k-60k;2026-03-31;103500000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret ada penyok, Spion lecet baret bemper lecet baret, Mika lampu belakang pecah;daihatsu;sigra;manual;2023;1;m mc;96000000;M;
9490016759001;TOYOTA;ALL NEW AGYA;ALL NEW AGYA 1.2 G CVT;2024;MERAH METALIK;1200;D;OTOLINK BANDUNG;BANDUNG;AUTOMATIC;19851;<30k;2026-01-21;133500000;GOOD;STNK ada baik, Unit ada baik|Body lecet halus, Spion lecet baret, Bemper lecet baret halus;toyota;agya;automatic;2023;1.2;all new g cvt;129500000;G;cvt
9490016872001;DAIHATSU;SIGRA;SIGRA 1.0 M MT MC;2024;HITAM;1000;D;ALTO JAKARTA;JAKARTA;MANUAL;27608;<30k;2025-06-05;96000000;GOOD;Unit baik, stnk ada baik|Bemper lecet baret, body lecet baret ada penyok;daihatsu;sigra;manual;2023;1;m mc;96000000;M;
9490016920001;SUZUKI;BALENO;BALENO AT;2024;BIRU METALIK;1400;D;OTOLINK BANDUNG;BANDUNG;AUTOMATIC;13238;<30k;2025-12-17;177000000;GOOD;unit ada baik , stnk tidak ada |spion lecet baret halus , body lecet halus , bemper lecet baret ;suzuki;baleno;automatic;2024;1.4;;185000000;;
9490017196001;DAIHATSU;SIGRA;SIGRA 1.0 M MT MC;2024;HITAM;1000;D;HYBID JAKARTA;JAKARTA;MANUAL;25696;<30k;2026-01-23;99500000;GOOD;unit ada baik , stnk ada |spion lecet baret, bemper lecet baret , body lecet baret , stoplamp belakang pecah di tutup lakban;daihatsu;sigra;manual;2023;1;m mc;96000000;M;
9490017253001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.5 G M/T;2025;ABU-ABU METALIK;1500;D;JBA BANDUNG;BANDUNG;MANUAL;2173;<30k;2025-06-30;185000000;GOOD;Unit baik, stnk ada baik|Bemper lecet baret, body lecet baret;toyota;avanza;manual;2023;1.5;all new g m t;147000000;G;
9490017354001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.3 E M/T;2025;PUTIH;1300;D;TRIBIK BANDUNG;BANDUNG;MANUAL;23574;<30k;2026-04-17;177000000;GOOD;unit ada baik , stnk ada |spion lecet baret , bemper lecet baret , body lecet baret ;toyota;avanza;manual;2024;1.3;all new e m t;147000000;E;
9490345725003;SUZUKI;SWIFT;SWIFT ST M/T;2010;MERAH METALIK;1500;D;JBA SEMARANG;SEMARANG;MANUAL;169974;>100k;2025-09-18;45000000;GOOD;-seluruh body mobil baret ringan -nopol palsu AD 1224 AE|;suzuki;swift;manual;2010;1.5;st m t;45000000;M;
9490715676001;TOYOTA;CALYA;CALYA 1.2 G MT;2023;ABU-ABU METALIK;1200;Z;OTOLINK BANDUNG;BANDUNG;MANUAL;52553;30k-60k;2025-06-13;107000000;GOOD;unit ada baik , stnk ada |spion lecet halus , body lecet halus , bemper lecet baret ads penyok ;toyota;calya;manual;2023;1.2;g;80500000;G;
9490715692001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.5 G M/T;2023;PUTIH;1500;D;HYBID JAKARTA;JAKARTA;MANUAL;114102;>100k;2025-09-03;149000000;VERY_GOOD;body  kanan&kiri brt pnyk, bmpr dpn brt, bmpr blkg brt pnyk, spion brt, kap msn brt, bagasi brt, atap brt|;toyota;avanza;manual;2023;1.5;all new g m t;147000000;G;
9490715777001;DAIHATSU;ALL NEW AYLA;ALL NEW ASTRADAIHATSU AYLA 1.0 M MT;2023;SILVER METALIK;1000;D;JBA BANDUNG;BANDUNG;MANUAL;25645;<30k;2025-04-17;101000000;GOOD;unit ada baik , stnk ada |spion lecet halus , body lecet baret sedikit penyok , bemper lecet baret , radiotape tidak keluar suara ;daihatsu;ayla;manual;2024;1;all new astradaihatsu m;83000000;M;
9490715789001;TOYOTA;CALYA;CALYA 1.2 G MT;2023;BLACK;1200;D;JBA BANDUNG;BANDUNG;MANUAL;106538;>100k;2026-01-20;110500000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret, Bemper lecet baret, Spion lecet baret;toyota;calya;manual;2023;1.2;g;80500000;G;
9490715995001;SUZUKI;S PRESSO;S PRESSO MT;2023;MERAH;1000;D;JBA BANDUNG;BANDUNG;MANUAL;9446;<30k;2025-06-03;89500000;GOOD;unit ada baik , stnk ada |spion lecet halus , bemper lecet halus , body lecet halus , list kiri  retak ;suzuki;s presso;manual;2023;1;;106000000;;
9490716257001;DAIHATSU;ALL NEW AYLA;ALL NEW ASTRADAIHATSU AYLA 1.0 X MT;2023;PUTIH;1000;D;JBA BANDUNG;BANDUNG;MANUAL;13717;<30k;2025-11-28;90000000;VERY_GOOD;STNK ada baik, Unit ada baik|Body lecet baret halus, Spion lecet baret, Bemper lecet baret, Velg bukan standar;daihatsu;ayla;manual;2024;1;all new astradaihatsu x;96000000;X;
9490716263001;SUZUKI;NEW CARRY;NEW CARRY 1.5 PU FD;2023;HITAM;1500;D;TRIBIK BANDUNG;BANDUNG;MANUAL;39468;30k-60k;2025-07-18;91500000;GOOD;Unit baik, stnk baik, kir baik|Bemper lecet baret, spion lecet baret, body lecet baret;suzuki;carry;manual;2024;1.5;new pu fd;87000000;Pick Up;flat deck
9490716282001;DAIHATSU;ALL NEW AYLA;ALL NEW ASTRADAIHATSU AYLA 1.2 R MT;2023;KUNING METALIK;1200;D;JBA BANDUNG;BANDUNG;MANUAL;23260;<30k;2025-06-03;100000000;GOOD;Unit baik,stnk ada baik, tidak ada barang konsumen|Bemper lecet baret, spion lecet baret, body lecet baret;daihatsu;ayla;manual;2023;1.2;all new astradaihatsu r;110000000;R;
9490716495001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.5 G M/T;2024;PUTIH;1500;Z;HYBID JAKARTA;JAKARTA;MANUAL;44519;30k-60k;2025-05-07;174000000;GOOD;Unit baik, stnk ada baik, tidak ada barang konsumen|Brmper lecet baret, body lecet baret, spion lecet baret;toyota;avanza;manual;2023;1.5;all new g m t;147000000;G;
9490716654001;SUZUKI;NEW CARRY;NEW CARRY 1.5 PU FD AC PS;2024;ABU ABU METALIK;1500;D;TRIBIK BANDUNG;BANDUNG;MANUAL;24319;<30k;2026-01-13;117500000;BAD;STNK ada baik, Unit ada baik (mesin rusak)|Body lecet halus, Spion lecet baret, Bemper lecet halus, Kopling Bermasalah, Masuk DiTowing;suzuki;carry;manual;2022;1.5;new pu fd ac ps;90000000;Pick Up;ac, flat deck, ps
9490716830001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.3 E CVT;2024;HITAM;1300;Z;JBA BANDUNG;BANDUNG;AUTOMATIC;8617;<30k;2025-02-25;180500000;GOOD;unit ada baik , stnk ada |spion lecet halus , body lecet halus , bemper lecet halus ;toyota;avanza;automatic;2023;1.3;all new e cvt;137000000;E;cvt
9490716832001;DAIHATSU;SIGRA;SIGRA 1.0 D MT MC;2024;PUTIH;1000;D;TRIBIK BANDUNG;BANDUNG;MANUAL;5761;<30k;2025-07-11;90000000;GOOD;unit ada baik , stnk ada |bemper lecet baret bagian belakang ada penyok , body lecet baret ;daihatsu;sigra;manual;2024;1;d mc;79000000;D;
9490717104001;DAIHATSU;SIGRA;SIGRA 1.0 M MT MC;2024;HITAM;1000;D;OTOLINK BANDUNG;BANDUNG;MANUAL;27667;<30k;2025-08-20;95000000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret ada penyok, Bemper lecet baret, Spion lecet baret;daihatsu;sigra;manual;2023;1;m mc;96000000;M;
9490717203001;TOYOTA;ALL NEW AGYA;ALL NEW AGYA GR SPORT 1.2 CVT;2023;PUTIH;1200;D;TRIBIK BANDUNG;BANDUNG;AUTOMATIC;5765;<30k;2025-06-18;145000000;GOOD;Unit baik, stnk ada baik|Bemper lecet baret, body lecet barer;toyota;agya;automatic;2023;1.2;all new gr sport cvt;137000000;gr sport;cvt
9490717223001;DAIHATSU;ALL NEW AYLA;ALL NEW ASTRADAIHATSU AYLA 1.0 X MT;2024;MERAH METALIK;1000;D;ALTO JAKARTA;JAKARTA;MANUAL;16950;<30k;2025-09-15;97000000;GOOD;unit ada baik , stnk ada |spion lecet halus , bemper lecet halus , body lecet halus ;daihatsu;ayla;manual;2024;1;all new astradaihatsu x;96000000;X;
9490717330001;SUZUKI;S PRESSO;S PRESSO AT;2024;PUTIH;1000;D;JBA BANDUNG;BANDUNG;AUTOMATIC;5686;<30k;2025-12-11;123000000;GOOD;STNK ada baik, Unit ada baik|Body lecet halus, Spion lecet baret, Bemper lecet halus;suzuki;s presso;automatic;2023;1;;110000000;;
9491004043001;TOYOTA;KIJANG INNOVA;KIJANG INNOVA G;2014;ABU ABU METALIK;1998;D;JBA JOGJA;JOGJA;MANUAL;201721;>100k;2025-12-18;93000000;GOOD;Tidak terpasang nomor polisi, Bumper depan belakang baret, baret memutar|;toyota;kijang innova;manual;2012;2;g;115500000;G;
9491004864001;TOYOTA;RUSH;RUSH 1.5 S A/T;2014;PUTIH;1495;D;IBID SEMARANG;SEMARANG;AUTOMATIC;132165;>100k;2025-07-15;90000000;GOOD;nopol palsu G 8547 QG asli D 1699 ACP|;toyota;rush;automatic;2016;1.5;s a t;135000000;S;
9491005659001;DAIHATSU;AYLA;AYLA 1.0 M MT (B100RS GMDFJ);2015;SILVER METALIK;998;D;IBID JAKARTA;JAKARTA;MANUAL;152982;>100k;2025-05-03;50500000;GOOD;unit nopol palsu H 1459 AF, bodi kanan baret2, bodi kiri baret2&kropos, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, spion baret2, atap baret2, brg2 kons tdk ada ex otolink|;daihatsu;ayla;manual;2018;1;m b100rs gmdfj;45500000;M;
9491006228001;SUZUKI;ERTIGA;ERTIGA AVI414F TYPE 2 SDX A/T;2013;HITAM METALIK;1373;D;IBID JAKARTA;JAKARTA;AUTOMATIC;167138;>100k;2026-06-30;66000000;VERY_GOOD;nopol palsu D 1483 ARZ, body kanan&kiri brt pnyk, bmpr dpn&blkg brt pnyk, kap msn brt, atap brt, bagasi brt, spion brt|;suzuki;ertiga;automatic;2014;1.4;type 2 sdx a t;97500000;2;
9491007222003;HONDA;BRIO;BRIO SATYA DD1 1.2 E M/T CKD;2017;ABU ABU BAJA METALIK;1200;D;ALTO JAKARTA;JAKARTA;MANUAL;70385;60k-100k;2026-02-09;90000000;GOOD;unit ada baik , stnk ada |spion lecet baret halus , body lecet baret halus , bemper lecet baret halus , knalpot racing ;honda;brio;manual;2018;1.2;satya dd1 e m t ckd;75000000;E;satya
9491007414001;HONDA;BRIO;BRIO SATYA DD1 1.2 E M/T CKD;2015;ABU ABU BAJA METALIK;1200;D;HYBID JAKARTA;JAKARTA;MANUAL;79026;60k-100k;2025-11-12;58000000;VERY_GOOD;nopol palsu D 1676 ADV, nopol asli D 1392 ADK, bmpr dpn brt pnyk, bmpr blkg brt, kap msn brt, atap brt, body kanan&kiri brt pnyk, bagasi brt, spakbor brt pnyk|;honda;brio;manual;2018;1.2;satya dd1 e m t ckd;75000000;E;satya
9491009847001;NISSAN;GRAND LIVINA;GRAND LIVINA 1.5 XV (4X2) M/T;2013;BIRU TUA METALIK;1500;D;OTOLINK JAKARTA;JAKARTA;MANUAL;79059;60k-100k;2025-03-25;65000000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn baret2&penyok, bemper blkg baret2, bagasi baret2, kap msn baret2, spion baret2, atap baret2, brg2 kosn tdk ada|;nissan;grand livina;manual;2013;1.5;xv 4x2 m t;60000000;XV;4x2
9491010117001;HONDA;JAZZ;JAZZ GK5 1.5 RS CVT CKD;2015;ABU ABU BAJA METALIK;1500;D;TRIBIK JAKARTA;JAKARTA;AUTOMATIC;103163;>100k;2025-08-08;124000000;GOOD;nopol palsu B 1691 NR, nopol asli D 1142 XF, bmpr dpn&blkg brt, body kanan&kiri brt, atap brt, bagasi brt, kap msn brt, spion brt|;honda;jazz;automatic;2016;1.5;gk5 rs cvt ckd;137000000;RS;cvt
9491010199001;HONDA;BRIO;BRIO DD1 1.2 E AT CKD;2015;HITAM MUTIARA;1200;Z;JBA BANDUNG;BANDUNG;AUTOMATIC;82084;60k-100k;2025-04-29;85500000;GOOD;Unit baik, stnk ada baik, tidak ada barang konsumen|Bemper lecet baret sedikit lepas, spion lecet baret, body lecet baret;honda;brio;automatic;2014;1.2;dd1 e ckd;83000000;E;
9491710298001;TOYOTA;NEW AVANZA;NEW AVANZA 1.3 E M/T;2014;SILVER METALIK;1300;D;AUKSI JAKARTA;JAKARTA;MANUAL;139843;>100k;2025-09-30;79500000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret, Spion lecet baret, bemper lecet baret;toyota;avanza;manual;2014;1.3;new e m t;80000000;E;
9491710349001;HONDA;BRIO;BRIO SATYA 1.2 E MT CKD;2018;ABU ABU BAJA METALIK;1200;D;TRIBIK BANDUNG;BANDUNG;MANUAL;72535;60k-100k;2025-12-12;73000000;GOOD;unit ada baik , stnk ada |spion lecet baret halus , body lecet baret halus , bemper lecet baret halus sedikit renggang ;honda;brio;manual;2020;1.2;satya e ckd;110000000;E;satya
9491710632001;TOYOTA;ETIOS;ETIOS 1.2 J MT;2014;PUTIH;1197;D;JBA BANDUNG;BANDUNG;MANUAL;102913;>100k;2025-08-19;40000000;GOOD;Stnk ada baik, unit ada baik|Spion lecet halus, bumper lecet baret, body lecet baret, nopol depan lepas, warna body pudar;toyota;etios;manual;2015;1.2;j;33000000;;
9491710749001;HONDA;MOBILIO;MOBILIO DD4 1.5 E M-CVT CKD;2014;ABU ABU MUDA METALIK;1496;D;JBA BANDUNG;BANDUNG;MANUAL;118275;>100k;2025-12-18;87000000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret, Bemper lecet baret, Spion lecet baret;honda;mobilio;manual;2014;1.5;dd4 e m cvt ckd;85000000;E;cvt
9491710773001;HONDA;HR-V;HR-V RU1 1.5 S CVT;2015;ABU ABU BAJA METALIK;1500;D;JBA BANDUNG;BANDUNG;AUTOMATIC;101651;>100k;2025-09-11;120000000;GOOD;STNK Tidak ada, Unit ada baik|Body lecet baret, spion lecet baret, bemper lecet baret ada bagian yang lepas, knalpot racing;honda;hr v;automatic;2016;1.5;ru1 s cvt;114000000;S;cvt
9491710881001;HONDA;CR-V;CR-V RE1 2WD 2.0 A/T CKD;2010;ABU ABU MUDA METALIK;1997;D;JBA BANDUNG;BANDUNG;AUTOMATIC;176884;>100k;2025-05-30;77000000;GOOD;Unit baik, tidak ada stnk, tidak ada barang konsumen|Bemper lecet baret, spion lecet baret, body lecet baret;honda;cr v;automatic;2010;2;re1 2wd a t ckd;74500000;A;2wd
9491711069001;HONDA;CR-V;CR-V RE1 2WD 2.4 AT CKD;2010;ABU ABU MUDA METALIK;2354;D;TRIBIK BANDUNG;BANDUNG;AUTOMATIC;165068;>100k;2026-03-27;86500000;GOOD;unit ada baik , stnk ada |spion lecet baret , bemper lecet baret , body lecet baret ;honda;cr v;automatic;2007;2.4;re1 2wd ckd;50500000;;2wd
9491711108001;DAIHATSU;SIGRA;SIGRA B401RS-GMZFJ 1.2 R MT;2018;PUTIH;1200;D;HYBID JAKARTA;JAKARTA;MANUAL;100317;>100k;2026-08-08;88000000;GOOD;unit ada baik, STNK ada|body lecet baret, spion lecet baret, bemper lecet baret;daihatsu;sigra;manual;2018;1.2;b401rs gmzfj r;85500000;R;
9491711122001;DAIHATSU;AYLA;AYLA 1.0 X MT (B100RS GMQFJ);2014;SILVER METALIK;998;D;JBA BANDUNG;BANDUNG;MANUAL;104969;>100k;2025-09-04;63000000;GOOD;unit ada baik , stnk ada |spion lecet halus , bemper lecet halus , body lecet halus , knalpot racing;daihatsu;ayla;manual;2016;1;x b100rs gmqfj;51500000;X;
9491711207001;HONDA;MOBILIO;MOBILIO DD4 1.5 E M-CVT CKD;2016;PUTIH;1496;D;AUKSI JAKARTA;JAKARTA;MANUAL;116794;>100k;2026-07-10;107000000;GOOD;unit ada baik , stnk ada |spion lecet baret , bemper lecet baret , body lecet baret , kaca belakang kiri tidak bisa menutup di tutup kardus ;honda;mobilio;manual;2014;1.5;dd4 e m cvt ckd;85000000;E;cvt
9491711265001;TOYOTA;AVANZA;AVANZA 1300 G (F601RM-GMMFJJ);2011;MERAH METALIK;1298;D;AUKSI JAKARTA;JAKARTA;MANUAL;190323;>100k;2026-04-10;68000000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret, Spion lecet baret, Bemper lecet baret ada renggang, BAST COPY;toyota;avanza;manual;2010;1.3;1300 g f601rm gmmfjj;75000000;G;
9491711325001;DAIHATSU;TERIOS;TERIOS F 700 RG-TS;2010;HITAM METALIK;1495;D;TRIBIK BANDUNG;BANDUNG;MANUAL;177058;>100k;2026-02-06;80000000;GOOD;unit ada baik , stnk ada |spion lecet halus , body lecet halus , bemper lecet balus ;daihatsu;terios;manual;2014;1.5;f 700 rg ts;80000000;;
9491711333001;HONDA;BRIO;BRIO RS 1.2 CVT CKD;2020;KUNING PEKAT;1200;D;HYBID JAKARTA;JAKARTA;AUTOMATIC;99798;60k-100k;2026-01-31;135000000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret, Spion lecet baret, Bemper lecet baret;honda;brio;automatic;2020;1.2;rs cvt ckd;139500000;RS;cvt
9491711366001;TOYOTA;KIJANG INNOVA;KIJANG INNOVA 2.4 G AT;2018;SILVER METALIK;2393;D;JBA BANDUNG;BANDUNG;AUTOMATIC;107610;>100k;2025-05-13;260000000;GOOD;unit ada baik , stnk ada |spion lecet halus , bemper lecet halus , body lecet halus ;toyota;kijang innova;automatic;2021;2.4;g;312500000;G;
9491711404001;NISSAN;EVALIA;EVALIA 1.5 4X2 M/T;2012;PUTIH;1498;D;JBA BANDUNG;BANDUNG;MANUAL;116443;>100k;2026-02-10;67500000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret, Spion lecet baret, Bemper lecet baret;nissan;evalia;manual;2014;1.5;4x2 m t;50000000;M;4x2
9491711463001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2018;SILVER METALIK;1197;D;TRIBIK BANDUNG;BANDUNG;MANUAL;175470;>100k;2025-05-23;75000000;GOOD;unit ada baik , stnk ada |spion lecet baret bagian kanan mika pecah , bemper lecet baret , body lecet baret ada penyok , grill lecet baret ;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
9491711529001;TOYOTA;AVANZA;AVANZA 1.5 VELOZ A/T;2016;SILVER METALIK;1500;D;OTOLINK BANDUNG;BANDUNG;AUTOMATIC;62866;60k-100k;2026-04-22;130500000;GOOD;unit ada baik , stnk ada |spion lecet baret , bemper lecet baret , body lecet baret ;toyota;avanza;automatic;2021;1.5;veloz a t;170000000;veloz;
9491711572001;TOYOTA;AGYA;AGYA 1.0 G A/T;2014;HITAM;1000;D;ALTO JAKARTA;JAKARTA;AUTOMATIC;136286;>100k;2026-01-26;69000000;GOOD;unit ada baik , stnk ada |spion lecet baret halus , bemper lecet baret sedikit renggang , body lecet baret halus , kap bagasi penyok;toyota;agya;automatic;2014;1;g a t;50000000;G;
9491711650001;HONDA;JAZZ;JAZZ GE8 1.5 E A/T CKD;2010;ABU ABU MUDA METALIK;1496;D;OTOLINK BANDUNG;BANDUNG;AUTOMATIC;184337;>100k;2026-05-22;88000000;GOOD;unit ada baik , stnk tidak ada|spion lecet baret , body lecet baret , bemper lecet baret ;honda;jazz;automatic;2013;1.5;ge8 e a t ckd;90000000;E;
9491711691001;HONDA;FREED;FREED GB 3 1.5 S A/T (CKD);2013;ABU ABU MUDA METALIK;1497;D;TRIBIK BANDUNG;BANDUNG;AUTOMATIC;138626;>100k;2025-10-03;119000000;GOOD;STNK ada baik, Unit ada baik|Body lecet halus, bemper lecet halus, spion lecet baret;honda;freed;automatic;2013;1.5;gb 3 s a t ckd;90000000;3;
9491711704001;HONDA;BRIO;BRIO SATYA 1.2 E CVT;2016;PUTIH;1198;D;HYBID JAKARTA;JAKARTA;AUTOMATIC;136913;>100k;2025-09-13;70000000;GOOD;unit ada baik , stnk ada |spion lecet baret halus , bemper lecet baret , body lecet baret halus ada dent kecil;honda;brio;automatic;2017;1.2;satya e cvt;84000000;E;cvt, satya
9491711981001;TOYOTA;YARIS;YARIS 1.5 J A/T;2012;SILVER METALIK;1500;D;JBA BANDUNG;BANDUNG;AUTOMATIC;113774;>100k;2026-06-30;82000000;GOOD;unit ada baik, STNK ada baik|spion lecet baret retak, pintu lecet baret, kap mesin lecet baret, bemper lecet baret, knalpot racing;toyota;yaris;automatic;2012;1.5;j a t;60000000;A;
9494000954001;DAIHATSU;GRAN MAX;GRAN MAX S401RV - ZMDEJJ HJ;2016;PUTIH;1298;D;TRIBIK BANDUNG;BANDUNG;MANUAL;121636;>100k;2025-11-07;56000000;GOOD;unit ada ada baik , stnk tidak ada |spion lecet baret , bemper lecet baret , body lecet baret , body di skotlet , nopol palsu D 1805 PSA , BAST COPY ;daihatsu;gran max;manual;2019;1.3;s401rv zmdejj hj;91000000;;
9494002218001;TOYOTA;CALYA;B401RA-GQZFJ CALYA 1.2 G A/T;2017;HITAM;1197;D;IBID DENPASAR;DENPASAR;AUTOMATIC;113828;>100k;2025-08-06;71500000;VERY_GOOD;lengkap |bemper depan belakang baret ;toyota;calya;automatic;2016;1.2;b401ra gqzfj g a t;72000000;G;
9494002472001;TOYOTA;YARIS;YARIS 1.5 G AT;2016;MERAH METALIK;1497;D;IBID SURABAYA;SURABAYA;AUTOMATIC;122092;>100k;2025-11-29;96000000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET DALAM & PENYOK KECIL -APAR TIDAK ADA -FOGLAMP KANAN MATI -SPION KANAN COVER RETAK|;toyota;yaris;automatic;2014;1.5;g;91500000;G;
9494002477001;HONDA;BRIO;BRIO RS 1.2 MT CKD;2018;PUTIH;1200;Z;JBA BANDUNG;BANDUNG;MANUAL;58336;30k-60k;2025-12-23;90000000;GOOD;unit ada baik , stnk ada |bemper lecet baret , body lecet baret ada penyok , spion lecet baret , ac kurang dingin ;honda;brio;manual;2017;1.2;rs ckd;99000000;RS;
