nokontrak;Merk;ModelName;Tipe;Tahun;Warna;cc;KodeDaerah;BalaiLelang;lokasi;Transmisi;kilometer1;kilometer2;SaleDate;saleprice;grade_overrall_csis;note_csis;Brand_Norm;Model_Norm;Transmission_Norm;Year;CC_Norm;Type_Norm;lelang_price;main_type_Norm;type_tags_Norm
9711006420001;DAIHATSU;SIGRA;SIGRA B401RS-GMZFJ 1.2 R MT;2018;HITAM;1200;R;JBA Purwokerto;Purwokerto;MANUAL;91159;60k-100k;2026-02-12;82500000;GOOD;stnk, notice, kunci 1, bast no 1540104|spion luar kanan pecah sedikit, body kiri depan renggang, kaca depan sedikit pecah, bamper depan kiri lecet, bamper depan kanan baret sedikit, ;daihatsu;sigra;manual;2018;1.2;b401rs gmzfj r;85500000;R;
9711006453001;NISSAN;GRAND LIVINA;GRAND LIVINA 1.5 SV (4X2) M/T;2014;ABU ABU TUA METALIK;1500;R;JBA Purwokerto;Purwokerto;MANUAL;115389;>100k;2025-06-17;70000000;VERY_GOOD;Srnk 5 tahun, stnk tahunan, surat kuasa, fidusia, surat tugas, surat penyerahan sukarela (unit), BAST no 1420641|Bamper depan kiri baret, pintu kanan baret, pintu belakang kanan tidak bisa dibuka;nissan;grand livina;manual;2016;1.5;sv 4x2 m t;60000000;SV;4x2
9711006457001;DAIHATSU;XENIA;XENIA F651 RV - GMDFJ 4X2 M/T;2015;SILVER METALIK;1298;R;JBA TEGAL;TEGAL;MANUAL;175262;>100k;2025-04-17;76500000;GOOD;Body baret halus muter, bumper depan baret dalam+renggang+retak, kap mesin baret, cover spion kanan kiri baret, headlamp kusam, bumper belakang baret dalam+renggang+sedikit ringsek+penyok, cover stoplamp kanan kiri retak,|Tutup bagasi baret, ukiran rangka tipis, fender kanan kiri baret, fender kiri cat terkelupas , reflektor lamp kanan pecah;daihatsu;xenia;manual;2012;1.3;f651 rv gmdfj 4x2 m t;65000000;M;4x2
9711006460001;DAIHATSU;LUXIO;LUXIO 1.5 X M/T;2013;SILVER METALIK;1500;R;JBA Purwokerto;Purwokerto;MANUAL;173169;>100k;2025-06-19;84000000;GOOD;Surat Kuasa, BAST, Kunci 1, Kunci pas 1, |Lampu belakang kanan mati 1, pintu kanan belakang supir rusak , rem tidak berfungsi (blong), baret kanan depan, penyok dan baret bagian depan, pintu samping penyok, pintu kanan belakang baret, body belakang bamper baret, spakbor kanan belakang baret ;daihatsu;luxio;manual;2012;1.5;x m t;70000000;X;
9711006465001;DAIHATSU;SIGRA;SIGRA B400RS-GMDEJ 1.0 M MT;2016;HITAM;1000;R;JBA TEGAL;TEGAL;MANUAL;104489;>100k;2025-03-06;73000000;GOOD;Body baret halus muter, bumper depan baret dalam + ada penyok, cover spion kanan kiri ada baret, kap mesin ada baret, bumper belakang baret dalam + renggang, body kanan + kiri ada baret dalam|Dop roda kanan kiri depan + kiri belakang tidak ada, ban depan kanan kiri sudah alus, power window kanan depan rusak;daihatsu;sigra;manual;2021;1;b400rs gmdej m;83000000;M;
9711006520001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2018;ORANGE METALIK;1197;B;AUKSI SEMARANG;SEMARANG;MANUAL;122970;>100k;2025-08-12;66500000;VERY_GOOD;-seluruh body mobil baret ringan -nopol palsu B 2065 TZO|;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
9711706743001;TOYOTA;CALYA;B401RA-GMQFJ STD (CALYA 1.2 E STD MT);2017;ABU ABU METALIK;1197;B;HYBID TEGAL;TEGAL;MANUAL;192535;>100k;2025-07-05;68000000;VERY_GOOD;Body baret halus muter, bumper depan baret dalam + renggang, cover spion kanan kiri baret, kap mesin ada baret, bumper belakang ada baret dalam, cover stoplamp kanan pecah, tutup bagasi ada baret dalam|;toyota;calya;manual;2019;1.2;b401ra gmqfj std e std;71000000;E;
9711706871001;HONDA;BRIO;BRIO DD2 1.3 E A/T;2012;ABU ABU MUDA METALIK;1339;B;JBA JOGJA;JOGJA;AUTOMATIC;109030;>100k;2025-06-26;78500000;VERY_GOOD;bemper depan baret, bemper belakang baret, baret baret kecil pada body |;honda;brio;automatic;2013;1.3;dd2 e a t;61500000;E;
9711706944001;TOYOTA;YARIS;YARIS 1.5 E M/T;2006;ORANGE METALIK;1497;R;IBID SEMARANG;SEMARANG;MANUAL;1;<30k;2025-09-26;30000000;BAD;nopol palsu D 1643 MP asli R 1589 EH interior trondol body penyok odometer mati kaca lampu pecah nomor mesin susah di jangkau|;toyota;yaris;manual;2012;1.5;e m t;78000000;E;
9711706989001;DAIHATSU;LUXIO;LUXIO 1.5 X M/T (S402RG ZMXFJJ JS);2017;HITAM METALIK;1495;R;JBA Purwokerto;Purwokerto;MANUAL;184488;>100k;2025-06-26;106000000;GOOD;stnk 5th, srnk tahunan, sueat kuasa, bast 1435026, kunci   note : no rangka di sistem financore sudah sesuai dengan gesekan mobil|bamper depan kiri sedikit lecet, body sedikit lecet, list samping kanan belakang tidak ada, pintu kanan depan pecah, list belakang lepas;daihatsu;luxio;manual;2017;1.5;x m t s402rg zmxfjj js;120000000;X;
9515705504005;DAIHATSU;AYLA;AYLA 1.2 R AT STD;2023;HITAM METALIK;1200;L;ALTO SURABAYA;SURABAYA;AUTOMATIC;59414;30k-60k;2025-09-15;90000000;GOOD;-BEKAS TABRAK, NORMAL DRIVE -BODY DEPAN PENYOK DALAM -BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK -COVER LAMPU DEPAN KANAN RETAK -SEMUA BAN PEMAKAIAN PECAH-PECAH -BAN SEREP BOCOR -APAR TIDAK ADA -NOPOL PALSU (L 1236 ABQ)|-KLAKSON MATI -BAMPER DEPAN DI IKAT DENGAN KAWAT;daihatsu;ayla;automatic;2023;1.2;r std;90000000;R;
9515705645001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA GX MT;2021;MERAH METALIK;1500;L;IBID SURABAYA;SURABAYA;MANUAL;14211;<30k;2025-08-13;161500000;VERY_GOOD;-SELURUH BODY BARET TIPIS|;suzuki;ertiga;manual;2019;1.4;all new gx;105000000;gx;
9516007418003;SUZUKI;NEW ERTIGA;NEW ERTIGA 1.4 ABS SDX M/T;2017;SNOW WHITE;1400;L;IBID SURABAYA;SURABAYA;MANUAL;268970;>100k;2026-08-05;101500000;GOOD;- BAMPER BARET DALAM, PENYOK & RENGGANG - SELURUH BODY BARET & PENYOK KECIL - BAN DEPAN KANAN BOCOR & SEBELAH KIRI TIPIS & PECAH PECAH - BAN SEREP SOBEK - NOPOL PALSU (L1645 WU) - APAR TIDAK ADA - KACA SPION KANAN PATAH|;suzuki;ertiga;manual;2017;1.4;new abs sdx m t;101500000;M;
9516008779001;SUZUKI;NEW ERTIGA;NEW ERTIGA 1.4 MC DX MT;2018;HITAM METALIK;1400;N;IBID JAKARTA;JAKARTA;MANUAL;141857;>100k;2025-05-21;89000000;GOOD;nopol palsu N 1590 YU, nopol asli N 1797 IB, bmpr dpn&blkg brt pnyk, kap msn brt, atap brt, bodyy kanan&kiri brt pnyk, bagasi brt ex OTOLINK|;suzuki;ertiga;manual;2018;1.4;new mc dx;50000000;dx;
9516010077001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA 02 GL MT;2019;ABU ABU METALIK;1500;L;JBA PONTIANAK;PONTIANAK;MANUAL;75937;60k-100k;2025-03-11;120000000;VERY_GOOD;- menggunakan nopol KB 1372 YA - lecet baret di body mobil - tidak ada barang berharga konsumen |- lecet baret di body depan bawah kiri - rumah kaca spion kiri di lakban;suzuki;ertiga;manual;2019;1.5;all new 02 gl;93000000;gl;
9516011806001;TOYOTA;RAIZE;RAIZE 1.0 T GR SPORT CVT TWO TONE;2022;HITAM PUTIH;1000;L;ALTO SURABAYA;SURABAYA;AUTOMATIC;45766;30k-60k;2025-06-16;170000000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK -AKI SOAK;toyota;raize;automatic;2023;1;turbo gr sport cvt two tone;195500000;gr sport;cvt, turbo, two tone
9516011858001;TOYOTA;ALL NEW VELOZ;ALL NEW VELOZ 1.5 Q CVT;2022;PUTIH METALIK;1500;S;TRIBIK SURABAYA;SURABAYA;AUTOMATIC;18890;<30k;2025-09-11;190500000;GOOD;-BAMPER BARET DALAM & RENGGANG -SELURUH BODY BARET -BAN DEPAN KIRI TIPIS -APAR ADA|;toyota;veloz;automatic;2024;1.5;all new q cvt;218000000;Q;cvt
9516012015001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.5 G M/T;2023;HITAM METALIK;1500;L;IBID SURABAYA;SURABAYA;MANUAL;35252;30k-60k;2025-05-14;170000000;VERY_GOOD;-BAMPER BARET DALAM & RENGGANG -SELURUH BODY BARET -PINTU KIRI BELAKANG PENYOK & BARET DALAM|;toyota;avanza;manual;2023;1.5;all new g m t;147000000;G;
9516012858001;MITSUBISHI;ALL NEW XPANDER;ALL NEW XPANDER ULTIMATE CVT;2023;HITAM MIKA;1500;W;ALTO SURABAYA;SURABAYA;AUTOMATIC;20480;<30k;2026-08-06;230000000;VERY_GOOD;- BAMPER BARET DALAM, PENYOK & RENGGANG - SELURUH BODY BARET - APAR TIDAK ADA|;mitsubishi;xpander;automatic;2022;1.5;all new ultimate cvt;195000000;ultimate;cvt
9516013169001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA 02 GX AT;2024;PUTIH METALIK;1500;L;OTOLINK Surabaya;Surabaya;AUTOMATIC;7770;<30k;2026-06-26;204000000;VERY_GOOD;- BAMPER BARET DALAM, PENYOK KECIL & RENGGANG - SELURUH BODY BARET - APAR ADA|;suzuki;ertiga;automatic;2023;1.5;all new 02 gx;181500000;gx;
9516036944001;HONDA;MOBILIO;MOBILIO S M/T;2015;MODERN STEEL METALLIC;1500;W;JBA LAMPUNG;LAMPUNG;MANUAL;249077;>100k;2025-06-12;70000000;VERY_GOOD;tidak ada perbedaan ceklist tidak ada barang berharga jok kursi belakang tidak ada nopol palsu B 1218 SIB nomor rangka tidak terjangkau|body lecet halus body kiri belakang lecet bemper depan kiri lecet bemper depan kanan lecet bemper kanan belakang lecet;honda;mobilio;manual;2019;1.5;s m t;103000000;S;
9516712550001;DAIHATSU;ALL NEW XENIA;ALL NEW XENIA 1.3 X M/T;2023;SILVER METALIK;1329;W;AUKSI SURABAYA;SURABAYA;MANUAL;76862;60k-100k;2025-04-29;149500000;GOOD;NULL;daihatsu;xenia;manual;2023;1.3;all new x m t;112000000;X;
9516712626001;DAIHATSU;SIGRA;SIGRA 1.2 X MT MC;2023;PUTIH;1200;W;IBID SURABAYA;SURABAYA;MANUAL;7346;<30k;2025-03-05;107500000;VERY_GOOD;-BAMPER BARET DALAM & RENGGANG -SELURUH BODY BARET|;daihatsu;sigra;manual;2023;1.2;x mc;100000000;X;
9516712658001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA 1.5 GL MT;2023;PUTIH METALIK;1500;L;AUKSI SURABAYA;SURABAYA;MANUAL;43191;30k-60k;2025-09-26;145000000;GOOD;-BUMPER BARET DALAM DAN RENGGANG  -SELURUH BODY BARET DAN PENYOK KECIL  -APAR ADA  -ALARM TIDAK BERFUNGSI|;suzuki;ertiga;manual;2022;1.5;all new gl;142500000;gl;
9516712756001;DAIHATSU;SIGRA;SIGRA 1.0 D MT MC;2023;HITAM;1000;L;TRIBIK SURABAYA;SURABAYA;MANUAL;95085;60k-100k;2026-07-28;70000000;GOOD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK -COVER LAMPU BELAKANG KANAN RETAK -KACA DEPAN RETAK -APAR TIDAK ADA|;daihatsu;sigra;manual;2024;1;d mc;79000000;D;
9516712836001;HYUNDAI;STARGAZER;STARGAZER PRIME IVT 6P;2023;MERAH;1497;AG;TRIBIK SURABAYA;SURABAYA;MANUAL;13995;<30k;2025-10-21;173000000;VERY_GOOD;-BAMPER BARET DALAM, PE YOK KECIL & RENGGANG -SELURUH BODY BARET -APAR ADA|;hyundai;stargazer;manual;2023;1.5;prime ivt 6p;193000000;prime;ivt
9516713005001;DAIHATSU;SIGRA;SIGRA 1.0 D MT;2024;HITAM;998;W;OTOLINK JAKARTA;JAKARTA;MANUAL;23189;<30k;2025-08-05;78500000;GOOD;bodi kanan baret2&penyok, bodi kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, spion baret2, brg2 kons tdk ada|;daihatsu;sigra;manual;2020;1;d;55000000;D;
9516713069001;WULING;AIR EV;AIR EV LONG RANGE;2024;HIJAU MUDA;100;L;IBID SURABAYA;SURABAYA;MANUAL;47265;30k-60k;2026-07-22;113000000;GOOD;- BAMPER BARET DALAM, PENYOK KECIL & RENGGANG - SELURUH BODY BARET  - APAR ADA NAMUN PENYOK - SISA BATERAI 31%|;wuling;air ev;manual;2023;0.1;long range;105000000;;long range
9521700985003;MITSUBISHI;PAJERO;PAJERO SPORT 2.4L DAKAR (4X2) 8 A/T;2016;HITAM MIKA;2442;L;JBA SURABAYA;SURABAYA;AUTOMATIC;101447;>100k;2026-04-02;310000000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -APAR TIDAK ADA -NOPOL PALSU (B 1972 TJM) |;mitsubishi;pajero sport;automatic;2016;2.4;dakar 4x2 8 a t;286000000;dakar;4x2
9521700988003;MITSUBISHI;PAJERO;PAJERO SPORT 2.5 E EXCEED 4X2 A/T;2015;HITAM MIKA;2500;W;OTOLINK Surabaya;Surabaya;AUTOMATIC;102834;>100k;2026-01-21;191000000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -APAR TIDAK ADA|;mitsubishi;pajero sport;automatic;2014;2.5;e exceed 4x2 a t;166500000;exceed;4x2
9523000206003;HONDA;FREED;FREED GB 3 1.5 E A/T;2014;PUTIH;1496;L;TRIBIK SURABAYA;SURABAYA;AUTOMATIC;82152;60k-100k;2026-02-05;151000000;VERY_GOOD;bemper spet spion baret halus fender kiri ada spet sedang|;honda;freed;automatic;2010;1.5;gb 3 e a t;62500000;3;
9523000470003;HYUNDAI;GRAND AVEGA;GRAND AVEGA 1.4 M/T;2012;ABU ABU METALIK;1396;L;TRIBIK SURABAYA;SURABAYA;MANUAL;143510;>100k;2025-10-23;51000000;BAD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -COVER SPION KANAN RETAK -MESIN BOCOR OLI -APAR TIDAK ADA -NOPOL PALSU (L 1421 JY) -KARET WIPER RUSAK -CAT DASAR KUSAM|;hyundai;grand avega;manual;2012;1.4;m t;54500000;;
9523000538001;SUZUKI;ERTIGA;ARK415F GL (4X2) A/T;2019;ABU ABU MAGMA METALIK;1462;L;JBA SAMPIT;SAMPIT;AUTOMATIC;143402;>100k;2025-12-11;130000000;GOOD;Nopol palsu S 1249 EY. bemper depan belakang baret pecah. spion kiri kanan baret. kap mesin baret penyok. pintu depan kiri baret. handle pintu dan interior bawah pintu baret baret. spakbor belakang kiri kanan baret. |variasi sarung jok dan cover lampu depan belakang. head unit mati. body interior kotor.;suzuki;ertiga;automatic;2018;1.5;gl 4x2 a t;117000000;gl;4x2
9523000829001;DAIHATSU;XENIA;XENIA F651 RV GMRFJ M/T;2015;SILVER METALIK;1298;W;IBID SURABAYA;SURABAYA;MANUAL;164748;>100k;2025-10-04;65000000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -LAMPU DEPAN KANAN REDUP -BAN DEPAN KANAN KIRI TIPIS -LUBANG KUNCI PINTU DEPAN KANAN RUSAK -NOPOL PALSU (L 1051 QR) -APAR TIDAK ADA|;daihatsu;xenia;manual;2014;1.3;f651 rv gmrfj m t;45000000;M;
9523002466001;SUZUKI;KARIMUN;KARIMUN A1J310F GL (4X2) M/T;2019;PUTIH METALIK;998;L;IBID SEMARANG;SEMARANG;MANUAL;132171;>100k;2025-09-25;60000000;GOOD;bemper depan lecet dan retak, bemper belakang lecet dan pecah, lampu belakang kanan pecah, bodi kanan lecet|;suzuki;karimun;manual;2018;1;a1j310f gl 4x2 m t;60000000;gl;4x2
9523002525001;HONDA;BRIO;BRIO SATYA 1.2 E MT CKD;2021;PUTIH;1200;L;JBA SURABAYA;SURABAYA;MANUAL;71112;60k-100k;2025-04-15;130000000;GOOD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK KECIL|;honda;brio;manual;2020;1.2;satya e ckd;110000000;E;satya
9523002605003;HONDA;CR-V;CR V 1.5 TC PRESTIGE CVT CKD;2020;HITAM MUTIARA;1496;L;ALTO SURABAYA;SURABAYA;AUTOMATIC;82979;60k-100k;2025-08-21;290000000;VERY_GOOD;-SELURUH BODY BARET TIPIS|;honda;cr v;automatic;2019;1.5;tc prestige cvt ckd;230000000;;cvt, prestige, tc
9523702557001;HONDA;CR-V;CR-V RE1 2WD 2.4 A/T;2010;PUTIH MUTIARA;2354;L;AUKSI SURABAYA;SURABAYA;AUTOMATIC;62428;60k-100k;2025-09-19;91000000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -ALARM TIDAK BERFUNGSI -APAR TIDAK ADA|;honda;cr v;automatic;2011;2.4;re1 2wd a t;63000000;A;2wd
9523702761001;TOYOTA;NEW AVANZA;NEW AVANZA 1.3 E M/T;2013;HITAM METALIK;1300;W;TRIBIK SURABAYA;SURABAYA;MANUAL;84334;60k-100k;2025-11-18;86000000;VERY_GOOD;-KESELURUHAN BODY TERDAPAT BARET TIPIS -APAR TIDAK ADA|;toyota;avanza;manual;2014;1.3;new e m t;80000000;E;
9523702832001;NISSAN;GRAND LIVINA;GRAND LIVINA SV;2011;ABU ABU METALIK;1498;L;JBA SURABAYA;SURABAYA;MANUAL;156841;>100k;2025-02-28;60000000;GOOD;-LAMPU BELAKANG KIRI PECAH -BAN SEREP SOBEK -SELURUH BODY BARET DAN TERDAPAT PENYOK|;nissan;grand livina;manual;2011;1.5;sv;50000000;SV;
9523702833001;DAIHATSU;XENIA;XENIA F 601 RV-GMDF JJ;2011;HITAM METALIK;1300;AG;TRIBIK SURABAYA;SURABAYA;MANUAL;120608;>100k;2026-05-12;77500000;GOOD;- BAMPER BARET DALAM, PENYOK & RENGGANG - SELURUH BODY BARET - APAR TIDAK ADA|;daihatsu;xenia;manual;2011;1.3;f 601 rv gmdf jj;40000000;;
9523702859001;DAIHATSU;XENIA;XENIA F 600 RV GMDFJJ;2011;HITAM METALIK;989;W;AUKSI SURABAYA;SURABAYA;MANUAL;139991;>100k;2025-04-15;63000000;BAD;-MESIN BOCOR OLI -LAMPU MUNDUR MATI -BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -DUDUKAN PLAT NOMOR TERLEPAS DEPAN BELAKANG|;daihatsu;xenia;manual;2010;1;f 600 rv gmdfjj;56000000;;
9523703013001;DAIHATSU;AYLA;AYLA 1.0 X MT (B100RS GMQFJ);2022;ABU ABU METALIK;998;N;ALTO SURABAYA;SURABAYA;MANUAL;24348;<30k;2025-04-24;85000000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -KAP MESIN PENYOK|;daihatsu;ayla;manual;2016;1;x b100rs gmqfj;51500000;X;
9523703039001;SUZUKI;ERTIGA;ERTIGA AVI414F TYPE 2 SDX (4X2) A/T;2015;PUTIH METALIK;1373;W;JBA SURABAYA;SURABAYA;AUTOMATIC;102559;>100k;2025-04-29;120000000;VERY_GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BUMPER DEPAN PENYOK;suzuki;ertiga;automatic;2017;1.4;type 2 sdx 4x2 a t;104000000;2;4x2
9523703077001;TOYOTA;AGYA;AGYA 1.2 G A/T;2021;MERAH;1200;S;AUKSI SURABAYA;SURABAYA;AUTOMATIC;25514;<30k;2025-05-09;114000000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -BAN DEPAN KANAN KIRI TIPIS & PECAH PECAH -COVER LAMPU BELAKANG KIRI PECAH|;toyota;agya;automatic;2017;1.2;g a t;90500000;G;
9523703104001;TOYOTA;KIJANG INNOVA;KIJANG INNOVA G;2015;ABU ABU METALIK;1998;L;ALTO SURABAYA;SURABAYA;MANUAL;124576;>100k;2025-06-26;141000000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BARET -BAN SEREP BOCOR -PINTU DEPAN KIRI & KAP BAGASI PENYOK|;toyota;kijang innova;manual;2012;2;g;115500000;G;
9711707005001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2019;PUTIH;1197;G;HYBID TEGAL;TEGAL;MANUAL;121816;>100k;2025-03-21;84000000;VERY_GOOD;Body baret halus muter, bumper depan + belakang baret dalam+renggang, cover spion kanan kiri ada baret, body kiri belakang ada baret dalam+penyok, tutup bagasi ada baret, dop roda kanan  depan belakang tidak ada|cover stoplamp ada baret + berembun;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
9711707069001;DAIHATSU;GRAN MAX;GRAN MAX S401RV - ZMDEJJ HJ;2015;PUTIH MUTIARA;1298;R;JBA TEGAL;TEGAL;MANUAL;123130;>100k;2025-08-21;66000000;GOOD;Body baret halus muter, bumper depan baret dalam+ retak+renggang,headlamp kusam, headlamp kiri pecah, kaca depan retak,cover spion kanan kiri baret, dop roda kanan depan tidak ada, bumper belakang ada baret dalam, power window rusak|;daihatsu;gran max;manual;2019;1.3;s401rv zmdejj hj;91000000;;
9711707182001;DAIHATSU;XENIA;XENIA F651 RV - GMDFJ 4X2 M/T;2013;HITAM METALIK;1298;R;HYBID TEGAL;TEGAL;MANUAL;95208;60k-100k;2025-02-25;90000000;VERY_GOOD;Body baret halus muter, bumper depan baret dalam+renggang, kap mesin ada baret, headlamp kusam, cover spion kanan kiri baret, bumper belakang baret dalam|cover spion kiri ada dilakban, cover stoplamp kiri ada baret;daihatsu;xenia;manual;2012;1.3;f651 rv gmdfj 4x2 m t;65000000;M;4x2
9711707200001;TOYOTA;AGYA;AGYA 1.0 G A/T;2015;PUTIH;1000;R;JBA Purwokerto;Purwokerto;AUTOMATIC;126782;>100k;2026-04-09;79500000;VERY_GOOD;kunci 1, stnk, notice, bast no 1564428, surat tugas, |bamper kanan kiri lecet, spakbor kanan kiri lecet, kap mesim garis neyeng, baret halus di body;toyota;agya;automatic;2014;1;g a t;50000000;G;
9711707278001;DAIHATSU;AYLA;AYLA 1.0 D MT (B100 RS GMLFJ);2022;PUTIH;1000;F;JBA Purwokerto;Purwokerto;MANUAL;82754;60k-100k;2026-01-08;75000000;GOOD;kunci 1, stnk, notice, surat tugas, bast no 1528054|headrest kursi belakang tidak ada, baret di sekelilimg body ;daihatsu;ayla;manual;2021;1;d b100 rs gmlfj;74500000;D;
9711707290001;DAIHATSU;LUXIO;LUXIO 1.5 D MT (S402RG ZMGFJJJH);2016;PUTIH;1495;R;JBA SEMARANG;SEMARANG;MANUAL;245592;>100k;2025-10-16;72500000;GOOD;jok baris 2 dan 3 tidak ada |;daihatsu;luxio;manual;2020;1.5;d s402rg zmgfjjjh;102000000;D;
9711707330001;DAIHATSU;SIGRA;SIGRA B400RS-GMLEJ 1.0 D MT;2022;PUTIH;1000;D;JBA TEGAL;TEGAL;MANUAL;75588;60k-100k;2025-09-09;73500000;GOOD;no pol palsu B 2257 KIU, Body baret halus muter, bumper depan + belakang ada baret dalam, cover spion kanan kiri ada baret, body kanan ada baret dalam + penyok|ban depan kanan sudah halus;daihatsu;sigra;manual;2021;1;b400rs gmlej d;60500000;D;
9711707365001;DAIHATSU;LUXIO;LUXIO 1.5 X M/T;2013;SILVER METALIK;1500;B;JBA TEGAL;TEGAL;MANUAL;131155;>100k;2025-04-08;72000000;GOOD;Body baret halus muter, bumper depan baret dalam+renggang+penyok+ada pecah, cover spion kanan kiri ada baret, headlamp kusam,bumper belakang baret dalam+ renggang, tutup bagasi ada baret dalam|cover stoplamp kiri ada pecah;daihatsu;luxio;manual;2012;1.5;x m t;70000000;X;
9711707411001;DAIHATSU;XENIA;XENIA F651 RV - GMDFJ 4X2 M/T;2013;PUTIH;1298;R;JBA TEGAL;TEGAL;MANUAL;105783;>100k;2025-09-18;85000000;GOOD;Body baret halus muter, bumper depan  + belakang ada baret dalam, cover spion kanan kiri ada baret, tutup bagasi ada baret, bensin mau habis|;daihatsu;xenia;manual;2012;1.3;f651 rv gmdfj 4x2 m t;65000000;M;4x2
9711707495001;TOYOTA;SIENTA;SIENTA 1.5 G M/T;2017;HITAM METALIK;1500;B;JBA Purwokerto;Purwokerto;MANUAL;68308;60k-100k;2025-08-29;101500000;VERY_GOOD;BAST 1454785, SK, STNK TAHUNAN DAN 5 TH, KUNCI 1|body depan bawah agak baret;toyota;sienta;manual;2017;1.5;g m t;107000000;G;
9711707501001;DAIHATSU;GRAN MAX;GRAN MAX S401RV - ZMDEJJ HJ;2011;HITAM;1298;R;JBA Purwokerto;Purwokerto;MANUAL;201408;>100k;2026-04-02;52000000;GOOD;kunci 1, surat tugas, bast no 1525090|bamper depan kanan kiri baret, bamper depan lecet, bamper belakang lecet, lecet2 sedikit di body;daihatsu;gran max;manual;2019;1.3;s401rv zmdejj hj;91000000;;
9711707528001;DAIHATSU;AYLA;AYLA 1.0 X AT (B100RS GQQFJ);2015;ABU ABU METALIK;998;B;JBA Purwokerto;Purwokerto;AUTOMATIC;108791;>100k;2026-02-10;69500000;VERY_GOOD;stnk, notice, bast no 1540117, surat tugas, kunci 2|baret tipis bamper kiri depan;daihatsu;ayla;automatic;2014;1;x b100rs gqqfj;52000000;X;
9711707580001;DAIHATSU;ALL NEW XENIA;ALL NEW XENIA 1.3 X M/T;2022;HITAM METALIK;1329;B;IBID SEMARANG;SEMARANG;MANUAL;44876;30k-60k;2025-09-30;137000000;VERY_GOOD;Body baret muter, spion kanan kiri ada baret, bumper depan ada baret, body kanan ada baret, list pintu kanan belakang retak, body belakang ada baret, body kiri ada baret & penyok, logo mobil diganti (tidak asli), interior kotor|;daihatsu;xenia;manual;2023;1.3;all new x m t;112000000;X;
9711707601001;DAIHATSU;AYLA;AYLA 1.0 M MT;2023;HITAM;998;AA;HYBID TEGAL;TEGAL;MANUAL;40511;30k-60k;2025-05-21;85000000;GOOD;Body baret halus muter, bumper depan baret dalam+renggang, cover spion kanan kiri baret, bumper belakang ada baret dalam, aki tekor|;daihatsu;ayla;manual;2023;1;m;85500000;M;
9711707629001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2024;ABU ABU METALIK;1197;AB;TRIBIK JOGJA;JOGJA;MANUAL;34604;30k-60k;2025-06-18;120500000;VERY_GOOD;bemper belakang baret, baret baret kecil pada body |;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
9711707631001;TOYOTA;RUSH;RUSH 1.5 S A/T (F800RE GQGFJ);2019;HITAM METALIK;1496;B;JBA Purwokerto;Purwokerto;AUTOMATIC;112093;>100k;2026-06-15;175000000;GOOD;stnk, notice, kunci 1, surat tugas, bast no 1583243|spion kiri rusak, spion kanan electric tidak bisa, baret ringan ;toyota;rush;automatic;2022;1.5;s a t f800re gqgfj;190000000;S;
