nokontrak,Merk,ModelName,Tipe,Tahun,Warna,cc,KodeDaerah,BalaiLelang,lokasi,Transmisi,kilometer1,kilometer2,SaleDate,saleprice,grade_overrall_csis,note_csis,Brand_Norm,Model_Norm,Transmission_Norm,Year,CC_Norm,Type_Norm,lelang_price,main_type_Norm,type_tags_Norm
"1000011200001,DAIHATSU,SIGRA,SIGRA 1.2 R AT,2023,ROCK GREY METALLIC DSO,1200,B,HYBID JAKARTA,JAKARTA,AUTOMATIC,49489,30k-60k,2025-11-29,96000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",daihatsu,sigra,automatic,2023,1.2,r,96000000,R,"
"1000011244001,DAIHATSU,SIGRA,SIGRA 1.0 M MT MC,2023,COKLAT METALIK,1000,T,TRIBIK JAKARTA,JAKARTA,MANUAL,24784,<30k,2025-03-28,98000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",daihatsu,sigra,manual,2023,1,m mc,96000000,M,"
"1000011604001,TOYOTA,ALL NEW AGYA,ALL NEW AGYA 1.2 G CVT,2023,YELLOW,1200,T,TRIBIK JAKARTA,JAKARTA,AUTOMATIC,13886,<30k,2025-05-23,129500000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,agya,automatic,2023,1.2,all new g cvt,129500000,G,cvt"
"1000011644001,TOYOTA,CALYA,CALYA 1.2 G AT,2024,BRONZE M M,1197,B,ALTO JAKARTA,JAKARTA,AUTOMATIC,11454,<30k,2025-05-08,126500000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,calya,automatic,2024,1.2,g,126500000,G,"
"1000011771001,DAIHATSU,ALL NEW XENIA,ALL NEW XENIA 1.3 R MT ADS,2023,WHITE DSO,1300,T,ALTO JAKARTA,JAKARTA,MANUAL,6282,<30k,2025-09-04,170000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",daihatsu,xenia,manual,2023,1.3,all new r ads,170000000,R,ads"
"1000012057001,TOYOTA,ALL NEW AVANZA,ALL NEW AVANZA 1.3 E M/T,2024,WHITE,1300,T,JBA JAKARTA,JAKARTA,MANUAL,69404,60k-100k,2025-10-30,147000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,avanza,manual,2024,1.3,all new e m t,147000000,E,"
"1000012327001,HONDA,ALL NEW BRIO,ALL NEW BRIO SATYA E MT,2024,METEOROID GRAY METALLIC,1200,T,TRIBIK BANDUNG,BANDUNG,MANUAL,6378,<30k,2025-11-05,135500000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,manual,2024,1.2,all new satya e,135500000,E,satya"
"1000007986001,HONDA,MOBILIO,MOBILIO E CVT,2018,HITAM MUTIARA,1500,T,IBID SAMARINDA,SAMARINDA,AUTOMATIC,112829,>100k,2025-06-19,98000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,mobilio,automatic,2017,1.5,e cvt,93500000,E,cvt"
"1000008166001,HONDA,ALL NEW BRIO,ALL NEW BRIO E MT,2019,MERAH,1200,T,TRIBIK JAKARTA,JAKARTA,MANUAL,74055,60k-100k,2025-09-06,103000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,manual,2019,1.2,all new e,103000000,E,"
"1000008520001,HONDA,MOBILIO,MOBILIO 1.5 E CVT,2019,MERAH TUA METALIK,1500,T,OTOLINK JAKARTA,JAKARTA,AUTOMATIC,100646,>100k,2026-08-05,91500000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,mobilio,automatic,2019,1.5,e cvt,91500000,E,cvt"
"1000008613003,HONDA,ALL NEW BRIO,ALL NEW BRIO SATYA E MT,2019,PUTIH,1200,T,TRIBIK JAKARTA,JAKARTA,MANUAL,119718,>100k,2025-10-17,90000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,manual,2024,1.2,all new satya e,135500000,E,satya"
"1000010197001,TOYOTA,AGYA,AGYA 1.2 G A/T GR SPORT,2022,MERAH,1200,T,ALTO JAKARTA,JAKARTA,AUTOMATIC,31200,30k-60k,2025-06-05,114000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,agya,automatic,2022,1.2,g a t gr sport,114000000,gr sport,"
"1000010292001,HONDA,BRIO,BRIO SATYA E CVT,2022,MERAH,1200,T,ALTO JAKARTA,JAKARTA,AUTOMATIC,64513,60k-100k,2025-10-16,115000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,automatic,2022,1.2,satya e cvt,115000000,E,""cvt, satya"""
"1000010425001,HONDA,ALL NEW BRV,ALL NEW BRV PRESTIGE CVT,2022,PUTIH MUTIARA,1500,T,JBA SEMARANG,SEMARANG,AUTOMATIC,69296,60k-100k,2025-08-21,169500000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,br v,automatic,2022,1.5,all new prestige cvt,185000000,,""cvt, prestige"""
"1000010503001,HONDA,BRIO,BRIO SATYA E M/T,2022,HITAM MUTIARA,1200,T,TRIBIK PANGKAL PINANG,PINANG,MANUAL,43491,30k-60k,2026-06-05,105000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,manual,2022,1.2,satya e m t,105000000,E,satya"
"1000010764001,HONDA,ALL NEW BRV,ALL NEW BRV E CVT,2022,HITAM MUTIARA,1500,T,TRIBIK JAKARTA,JAKARTA,AUTOMATIC,49313,30k-60k,2025-11-11,155000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,br v,automatic,2022,1.5,all new e cvt,155000000,E,cvt"
"1000010890001,TOYOTA,CALYA,CALYA 1.2 E M/T,2022,PUTIH,1197,T,OTOLINK JAKARTA,JAKARTA,MANUAL,70651,60k-100k,2025-08-05,85500000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,calya,manual,2022,1.2,e m t,85500000,E,"
"1000011087001,TOYOTA,CALYA,CALYA 1.2 G MT,2023,BRONZE M M,1200,T,JBA JAKARTA,JAKARTA,MANUAL,175418,>100k,2025-03-20,80500000,BAD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,calya,manual,2023,1.2,g,80500000,G,"
"1000011176001,TOYOTA,CALYA,CALYA 1.2 G AT,2023,BLACK,1197,T,OTOLINK JAKARTA,JAKARTA,AUTOMATIC,32282,30k-60k,2025-07-11,113000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,calya,automatic,2024,1.2,g,126500000,G,"
"1000011267001,TOYOTA,AGYA,AGYA 1.2 G M/T,2023,RED MICA METALLIC,1198,T,TRIBIK JAKARTA,JAKARTA,MANUAL,10056,<30k,2026-07-17,115000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,agya,manual,2023,1.2,g m t,115000000,G,"
"1000011308001,TOYOTA,CALYA,CALYA 1.2 G MT,2023,GREY METALLIC,1200,T,JBA BANDUNG,BANDUNG,MANUAL,23500,<30k,2025-10-09,92000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,calya,manual,2023,1.2,g,80500000,G,"
"1000011378001,HONDA,ALL NEW BRV,ALL NEW BRV PRESTIGE CVT,2023,METEOROID GRAY METALLIC,1500,T,IBID JAKARTA,JAKARTA,AUTOMATIC,51416,30k-60k,2025-11-29,190500000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,br v,automatic,2022,1.5,all new prestige cvt,185000000,,""cvt, prestige"""
"1000011834001,TOYOTA,RAIZE,RAIZE 1.2 G CVT,2024,BLACK,1198,T,JBA JAKARTA,JAKARTA,AUTOMATIC,17986,<30k,2025-06-05,166000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,raize,automatic,2024,1.2,g cvt,166000000,G,cvt"
"1000011901001,TOYOTA,ALL NEW VELOZ,ALL NEW VELOZ 1.5 Q CVT,2024,PLATINUM WHITE PEARL,1500,B,JBA JAKARTA,JAKARTA,AUTOMATIC,26244,<30k,2025-08-19,218000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,veloz,automatic,2024,1.5,all new q cvt,218000000,Q,cvt"
"1000012153001,DAIHATSU,ALL NEW AYLA,ALL NEW ASTRADAIHATSU AYLA 1.0 M MT,2024,WHITE DSO,1000,T,TRIBIK JAKARTA,JAKARTA,MANUAL,1,<30k,2026-04-30,83000000,BAD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",daihatsu,ayla,manual,2024,1,all new astradaihatsu m,83000000,M,"
"1000012208001,MITSUBISHI,XPANDER,XPANDER EXCEED CVT,2024,PUTIH PERMATA,1500,T,TRIBIK JAKARTA,JAKARTA,AUTOMATIC,20603,<30k,2026-02-24,205000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",mitsubishi,xpander,automatic,2024,1.5,exceed cvt,205000000,exceed,cvt"
"1000006558001,HONDA,MOBILIO,MOBILIO E M/T,2017,PUTIH,1500,T,JBA PALEMBANG,PALEMBANG,MANUAL,101184,>100k,2026-02-03,77000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,mobilio,manual,2017,1.5,e m t,77000000,E,"
"1000008320003,SUZUKI,ALL NEW ERTIGA,ALL NEW ERTIGA GX MT,2019,MERAH METALIK,1400,T,JBA Purwokerto,Purwokerto,MANUAL,79770,60k-100k,2025-10-30,105000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",suzuki,ertiga,manual,2019,1.4,all new gx,105000000,gx,"
"1000008562001,HONDA,BRV,BRV 1.5 E CVT,2019,MERAH TUA METALIK,1500,T,HYBID JAKARTA,JAKARTA,AUTOMATIC,60117,60k-100k,2025-07-02,133000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,br v,automatic,2019,1.5,e cvt,133000000,E,cvt"
"1000009433001,HONDA,ALL NEW BRIO,ALL NEW BRIO SATYA S M/T,2021,PUTIH,1200,F,IBID SAMARINDA,SAMARINDA,MANUAL,175281,>100k,2026-02-05,89500000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,manual,2021,1.2,all new satya s m t,89500000,S,satya"
"1000009655001,TOYOTA,AGYA,AGYA 1.2 GR A/T,2021,PUTIH,1200,T,TRIBIK JAKARTA,JAKARTA,AUTOMATIC,31786,30k-60k,2026-02-06,75000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,agya,automatic,2021,1.2,gr a t,75000000,gr,"
"1000010420001,TOYOTA,CALYA,CALYA 1.2 G AT,2022,MERAH  TUA METALIK,1200,T,JBA JAKARTA,JAKARTA,AUTOMATIC,40685,30k-60k,2025-02-25,126000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,calya,automatic,2024,1.2,g,126500000,G,"
"1000010768001,SUZUKI,XL 7,XL 7 BETA AT,2022,PUTIH METALIK,1500,T,TRIBIK JAKARTA,JAKARTA,AUTOMATIC,35835,30k-60k,2025-03-14,170000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",suzuki,xl 7,automatic,2022,1.5,beta,170000000,beta,"
"1000010816001,HONDA,ALL NEW CITY,ALL NEW CITY HATCHBACK RS MT,2022,PUTIH PLATINUM MUTIARA,1500,T,TRIBIK BANDUNG,BANDUNG,MANUAL,16156,<30k,2025-11-05,156500000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,city,manual,2022,1.5,all new hatchback rs,156500000,RS,hatchback"
"1000010820001,SUZUKI,ALL NEW ERTIGA,ALL NEW ERTIGA - SMART HYBRID GX AT,2022,ABU ABU METALIK,1500,T,HYBID JAKARTA,JAKARTA,AUTOMATIC,1,<30k,2025-12-17,108000000,BAD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",suzuki,ertiga,automatic,2022,1.5,all new smart gx,108000000,gx,"
"1000010831001,TOYOTA,ALL NEW AVANZA,ALL NEW AVANZA 1.5 G CVT,2022,PUTIH,1500,T,IBID JAKARTA,JAKARTA,AUTOMATIC,34819,30k-60k,2025-11-05,170500000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,avanza,automatic,2022,1.5,all new g cvt,170500000,G,cvt"
"1000011007001,TOYOTA,AVANZA,AVANZA 1.5 G M/T,2023,HITAM METALIK,1500,T,OTOLINK BANDUNG,BANDUNG,MANUAL,19427,<30k,2025-04-30,147000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,avanza,manual,2023,1.5,g m t,147000000,G,"
"1000011282001,HONDA,BRIO,BRIO SATYA E M/T,2023,RALLYE RED,1200,T,JBA JAKARTA,JAKARTA,MANUAL,1,<30k,2025-10-23,82000000,BAD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,manual,2022,1.2,satya e m t,105000000,E,satya"
"1000011384001,DAIHATSU,ALL NEW AYLA,ALL NEW ASTRADAIHATSU AYLA 1.2 R MT,2023,GLITTERING SILVER DSO,1200,T,OTOLINK JAKARTA,JAKARTA,MANUAL,7708,<30k,2025-05-09,110000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",daihatsu,ayla,manual,2023,1.2,all new astradaihatsu r,110000000,R,"
"1000011515001,TOYOTA,ALL NEW AVANZA,ALL NEW AVANZA 1.5 G M/T,2023,HITAM METALIK,1500,T,TRIBIK JAKARTA,JAKARTA,MANUAL,29316,<30k,2025-10-01,147000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,avanza,manual,2023,1.5,all new g m t,147000000,G,"
"1000011531001,DAIHATSU,ALL NEW XENIA,ALL NEW XENIA 1.3 X M/T,2023,ROCK GREY METALLIC DSO,1329,T,JBA JAKARTA,JAKARTA,MANUAL,12663,<30k,2025-12-16,154000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",daihatsu,xenia,manual,2023,1.3,all new x m t,112000000,X,"
"1000011851001,SUZUKI,NEW XL-7,NEW XL-7 ALPHA AT HYBRID,2024,COOL BLACK METALLIC,1500,T,TRIBIK JAKARTA,JAKARTA,AUTOMATIC,40030,30k-60k,2026-06-12,215000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",suzuki,xl 7,automatic,2024,1.5,new alpha,215000000,alpha,"
"1000011939001,DAIHATSU,SIGRA,SIGRA 1.2 R MT MC,2024,MERAH METALIK,1200,T,OTOLINK JAKARTA,JAKARTA,MANUAL,27978,<30k,2026-05-12,123000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",daihatsu,sigra,manual,2024,1.2,r mc,123000000,R,"
"1000011955001,HONDA,ALL NEW BRV,ALL NEW BRV PRESTIGE CVT,2023,PREMIUM OPAL WHITE SILVER PEAR,1500,T,HYBID JAKARTA,JAKARTA,AUTOMATIC,16228,<30k,2026-05-23,200000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,br v,automatic,2022,1.5,all new prestige cvt,185000000,,""cvt, prestige"""
"1000012339001,TOYOTA,ALL NEW AVANZA,ALL NEW AVANZA 1.5 G M/T,2024,BLACK METALLIC,1500,T,HYBID JAKARTA,JAKARTA,MANUAL,6708,<30k,2025-09-24,185000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,avanza,manual,2023,1.5,all new g m t,147000000,G,"
"1000012558001,TOYOTA,RUSH,RUSH 1.5 S A/T GR SPORT,2025,BLACK METALLIC,1500,B,JBA JAKARTA,JAKARTA,AUTOMATIC,12997,<30k,2025-12-16,240000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,rush,automatic,2025,1.5,s a t gr sport,240000000,gr sport,"
"1000056419003,HONDA,ALL NEW BRV,ALL NEW BRV 1.5 E CVT,2023,PREMIUM OPAL WHITE SILVER PEAR,1500,T,JBA JAKARTA,JAKARTA,AUTOMATIC,32897,30k-60k,2025-05-27,184500000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,br v,automatic,2023,1.5,all new e cvt,184500000,E,cvt"
"1000711437001,SUZUKI,XL 7,XL-7 BETA MT HYBRID,2023,SNOW WHITE,1500,T,JBA MEDAN,MEDAN,MANUAL,24661,<30k,2025-07-08,157000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",suzuki,xl 7,manual,2023,1.5,beta,157000000,beta,"
"1000711508001,TOYOTA,CALYA,CALYA 1.2 G MT,2023,SILVER METALLIC,1200,T,TRIBIK JAKARTA,JAKARTA,MANUAL,26612,<30k,2025-06-20,115000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,calya,manual,2023,1.2,g,80500000,G,"
"1000711611001,HONDA,BRIO,BRIO SATYA E M/T,2023,ELECTRIC LIME METALLIC,1200,T,ALTO JAKARTA,JAKARTA,MANUAL,16356,<30k,2026-01-08,132000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,manual,2022,1.2,satya e m t,105000000,E,satya"
"1000712001001,HONDA,ALL NEW BRIO,ALL NEW BRIO SATYA E MT,2024,CRYSTAL BLACK PEARL,1200,T,HYBID JAKARTA,JAKARTA,MANUAL,53484,30k-60k,2025-09-10,128000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,manual,2024,1.2,all new satya e,135500000,E,satya"
"1000712209001,TOYOTA,ALL NEW AGYA,ALL NEW AGYA 1.2 G MT,2024,WHITE,1200,T,TRIBIK JAKARTA,JAKARTA,MANUAL,3777,<30k,2025-03-07,138000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,agya,manual,2024,1.2,all new g,138000000,G,"
"1000712400001,SUZUKI,NEW CARRY,NEW CARRY 03 PU WD AC PS,2024,REAL BLACK,1500,T,OTOLINK JAKARTA,JAKARTA,MANUAL,55097,30k-60k,2026-04-10,108000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",suzuki,carry,manual,2024,1.5,new 03 pu wd ac ps,108000000,Pick Up,""ac, ps, wide deck"""
"1001002606003,SUZUKI,ERTIGA,ERTIGA AVI414F TYPE 2 (4X2) A/T,2014,PUTIH METALIK,1400,T,HYBID JAKARTA,JAKARTA,AUTOMATIC,202905,>100k,2026-08-26,58000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",suzuki,ertiga,automatic,2014,1.4,type 2 4x2 a t,58000000,2,4x2"
"1001002968001,MITSUBISHI,MIRAGE,MIRAGE 1.2L GLS(4X2) AT,2012,PUTIH MUTIARA,1200,T,JBA SEMARANG,SEMARANG,AUTOMATIC,103714,>100k,2025-06-12,45000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",mitsubishi,mirage,automatic,2012,1.2,gls 4x2,45000000,gls,4x2"
"1001004528001,TOYOTA,AGYA,AGYA 1.0 G M/T,2017,MERAH,1000,T,JBA LAMPUNG,LAMPUNG,MANUAL,110638,>100k,2025-09-11,56000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",toyota,agya,manual,2017,1,g m t,56000000,G,"
"1001004720001,DAIHATSU,XENIA,XENIA F651 RV GMRFJ (4X2) M/T,2013,SILVER METALIK,1298,B,IBID PEKANBARU,PEKANBARU,MANUAL,243433,>100k,2025-04-23,65000000,GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",daihatsu,xenia,manual,2013,1.3,f651 rv gmrfj 4x2 m t,65000000,M,4x2"
"1001004856001,HONDA,BRIO,BRIO SATYA DD1 1.2 E M/T,2016,ABU ABU BAJA METALIK,1200,T,HYBID JAKARTA,JAKARTA,MANUAL,70092,60k-100k,2025-09-10,70000000,VERY_GOOD,""bmpr dpn brt pnyk, kap msn brt, body kanan&kiri brt, bagasi brt, atap brt, bmpr blkg brt|"",honda,brio,manual,2016,1.2,satya dd1 e m t,70000000,E,satya"
